sciName,mainCommonName,order,family,continentDistribution,biogeographicRealm,iucnStatus,distributionNotes
Thylamys_elegans,Elegant Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,LC,Endemic to C Chile (from Tarapacá S to Maule).
Thylamys_karimii,Karimi's Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,VU,The Cerrado and Caatinga of C and NE Brazil.
Thylamys_macrurus,Paraguayan Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,NT,Known only from E Paraguay and adjacent Brazil (Mato Grosso do Sul).
Thylamys_pallidior,Pallid Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,LC,"Pacific coast of S Peru and N Chile, in the Altiplano of Peru, Bolivia, and Chile, and in the E Andes S to Argentina (Chubut)."
Thylamys_pusillus,Chacoan Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,LC,"As currently defined, found in SE Bolivia, W Paraguay, and N Argentina."
Thylamys_sponsorius,Argentine Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,NE,"Found along the foothills and E slopes of the Andes in S Bolivia (Tarija) and NW Argentina (Jujuy, Salta, Tucumán, Catamarca)."
Thylamys_tatei,Tate's Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,DD,"Known only from W Peru (Ancash, Lima)."
Thylamys_velutinus,Dwarf Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,NT,Known from few localities in the Cerrado of C and SE Brazil.
Thylamys_venustus,Buff-bellied Fat-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,DD,"The foothills and E slopes of the Andes of N Bolivia (La Paz) to N Argentina (Jujuy, Tucumán)."
Glironia_venusta,Bushy-tailed Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,LC,"Known from widely scattered localities across tropical South America, including Amazonia (in Ecuador, Peru, and Brazil) S to E Bolivia (Santa Cruz) and SW Brazil (Mato Grosso), including records in SE Colombia, E Brazil, and French Guiana."
Hyladelphys_kalinowskii,Kalinowski's Opossum,Didelphimorphia,Didelphidae,South America,Neotropic,LC,"Known from E Peru (Cusco, Junín, Loreto), N Brazil (Amazonas), S Guyana, and French Guiana."
Dromiciops_bozinovici,Pancho's Monito del Monte,Microbiotheria,Microbiotheriidae,South America,Neotropic,NE,SC Chile and adjacent Argentina between ~35°S to ~39°S.
Dromiciops_gliroides,Southern Monito del Monte,Microbiotheria,Microbiotheriidae,South America,Neotropic,NT,"SC Chile and adjacent Argentina between ~39°S to ~44°S, including Chiloe Island."
Notoryctes_caurinus,Northwestern Marsupial Mole,Notoryctemorphia,Notoryctidae,Oceania (Continent),Australasia,LC,"Known from the Greaty Sandy, Little Sandy, and N Gibson Deserts of Western Australia and Northern Territory (and possibly the Tanami Desert), W Australia."
Notoryctes_typhlops,Central Desert Marsupial Mole,Notoryctemorphia,Notoryctidae,Oceania (Continent),Australasia,LC,"Known from the Great Victoria Deserts of Western Australia and South Australia dn the W half of the Simpson Desert of S North Territory and Queensland, W Australia."
Dasycercus_archeri,Southern Mulgara,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Dasycercus_blythi,Spinifex Mulgara,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Dasycercus_cristicauda,Crest-tailed Mulgara,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Dasycercus_hillieri,Ampurta,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Dasycercus_marlowi,Little Mulgara,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Dasycercus_woolleyae,Northern Mulgara,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Dasykaluta_rosamondae,Kaluta,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Dasyuroides_byrnei,Kowari,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,VU,
Dasyurus_albopunctatus,New Guinea Quoll,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Dasyurus_geoffroii,Western Quoll,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Dasyurus_hallucatus,Northern Quoll,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,EN,
Dasyurus_maculatus,Spotted-tailed Quoll,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Dasyurus_spartacus,Bronze Quoll,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Dasyurus_viverrinus,Eastern Quoll,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,EN,
Myoictis_leucura,Woolley's Three-striped Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,DD,
Myoictis_melas,Müller's Three-striped Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Myoictis_wallacii,Wallace's Three-striped Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC (as Myoictis wallacei),
Myoictis_wavica,Tate's Three-striped Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,DD (as Myoictis wavicus),
Neophascogale_lorentzii,Speckled Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Parantechinus_apicalis,Dibbler,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,EN,
Phascolosorex_doriae,Red-bellied Phascogale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Phascolosorex_dorsalis,Narrow-striped Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Pseudantechinus_bilarni,Sandstone Pseudantechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Pseudantechinus_macdonnellensis,Fat-tailed Pseudantechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Pseudantechinus_mimulus,Carpentarian Pseudantechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Pseudantechinus_ningbing,Ningbing Pseudantechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Pseudantechinus_woolleyae,Woolley's Pseudantechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sarcophilus_harrisii,Tasmanian Devil,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,EN,
Antechinus_adustus,Rusty Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_agilis,Agile Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_argentus,Silver-headed Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Antechinus_arktos,Black-tailed Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Antechinus_bellus,Fawn Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,VU,
Antechinus_flavipes,Yellow-footed Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_godmani,Atherton Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_leo,Cinnamon Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_mimetes,Mainland Dusky Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Antechinus_minimus,Swamp Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_mysticus,Buff-footed Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Antechinus_stuartii,Brown Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_subtropicus,Subtropical Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_swainsonii,Tasmanian Dusky Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinus_vandycki,Tasman Peninsula Dusky Antechinus,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Murexia_aspera,Southern Short-furred Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Murexia_habbema,Habbema Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Murexia_longicaudata,Aru Short-furred Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Murexia_maxima,Northern Short-furred Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Murexia_melanura,Black-tailed Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC (as Murexia melanurus),
Murexia_murex,Eastern Short-furred Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Murexia_naso,Western Long-nosed Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Murexia_rothschildi,Broad-striped Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Murexia_tafa,Eastern Long-nosed Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Murexia_wilhelmina,Lesser Dasyure,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Phascogale_calurus,Red-tailed Phascogale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT (as Phascogale calura),
Phascogale_pirata,Northern Brush-tailed Phascogale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,VU,
Phascogale_tapoatafa,Common Brush-tailed Phascogale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Planigale_gilesi,Giles's Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Planigale_ingrami,Long-tailed Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Planigale_kendricki,Orange-headed Pilbara Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Planigale_maculata,Common Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Planigale_novaeguineae,Papuan Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Planigale_tealei,Cracking-clay Pilbara Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Planigale_tenuirostris,Narrow-nosed Planigale,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinomys_auritus,Long-eared Kultarr,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Antechinomys_laniger,Eastern Kultarr,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Antechinomys_longicaudatus,Greater Long-tailed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC (as Sminthopsis longicaudata),
Antechinomys_spenceri,Gibber Kultarr,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Ningaui_ridei,Wongai Ningaui,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Ningaui_timealeyi,Pilbara Ningaui,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Ningaui_yvonneae,Southern Ningaui,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_archeri,Chestnut Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,DD,
Sminthopsis_bindi,Kakadu Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Sminthopsis_butleri,Butler's Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,VU,
Sminthopsis_crassicaudata,Fat-tailed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_dolichura,Little Long-tailed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_douglasi,Julia Creek Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NT,
Sminthopsis_froggatti,Froggatt's Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Sminthopsis_fuliginosa,Gray-bellied Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC (as Sminthopsis griseoventer),
Sminthopsis_gilberti,Gilbert's Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_granulipes,White-tailed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_hirtipes,Greater Hairy-footed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_leucopus,White-footed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_macroura,Stripe-faced Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_murina,Common Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_nitela,Western Red-cheeked Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Sminthopsis_ooldea,Ooldea Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_psammophila,Sandhill Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,VU,
Sminthopsis_stalkeri,Stalker's Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,NE,
Sminthopsis_virginiae,Eastern Red-cheeked Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Sminthopsis_youngsoni,Lesser Hairy-footed Dunnart,Dasyuromorphia,Dasyuridae,Oceania (Continent),Australasia,LC,
Myrmecobius_fasciatus,Numbat,Dasyuromorphia,Myrmecobiidae,Oceania (Continent),Australasia,EN,
Thylacinus_cynocephalus,Thylacine,Dasyuromorphia,Thylacinidae,Oceania (Continent),Australasia,EX,
Chaeropus_ecaudatus,Southern Pig-footed Bandicoot,Peramelemorphia,Chaeropodidae,Oceania (Continent),Australasia,EX,
Chaeropus_yirratji,Northern Pig-footed Bandicoot,Peramelemorphia,Chaeropodidae,Oceania (Continent),Australasia,NE,
Echymipera_clara,Clara's Spiny Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Echymipera_davidi,David's Spiny Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,EN,
Echymipera_echinista,Menzies's Spiny Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,DD,
Echymipera_kalubu,Common Spiny Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Echymipera_rufescens,Long-nosed Spiny Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Microperoryctes_aplini,Arfak Pygmy Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,VU,
Microperoryctes_longicauda,Long-tailed Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Microperoryctes_murinus,Mouse Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,VU (as Microperoryctes murina),
Microperoryctes_ornatus,Striped Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Microperoryctes_papuensis,Papuan Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Rhynchomeles_prattorum,Seram Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,EN,
Isoodon_auratus,Golden Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,VU,
Isoodon_fusciventer,Western Brown Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Isoodon_macrourus,Northern Brown Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Isoodon_obesulus,Southern Brown Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Isoodon_peninsulae,Cape York Brown Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Perameles_bougainville,Western Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,VU,
Perameles_eremiana,Desert Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,EX,
Perameles_fasciata,New South Wales Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Perameles_gunnii,Eastern Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,VU,
Perameles_myosuros,Southwestern Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Perameles_nasuta,Long-nosed Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,LC,
Perameles_notina,Southern Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Perameles_pallescens,Queensland Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Perameles_papillon,Ooldea Barred Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,NE,
Peroryctes_broadbentii,Giant Bandicoot,Peramelemorphia,Peramelidae,Oceania (Continent),Australasia,EN (as Peroryctes broadbenti),
